,Comment,Emotion,Comment_clean
5195,i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,joy,i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs
5196,i just feel skeptical,fear,i just feel skeptical
5197,i thought of that feeling of delicious isolation i feel when i am absorbed in a quest each revelation leading to questions then answers then more questions a cave came to mind at first lined with ancient and wisdom filled tomes a deep comfortable chair and large paper strewn table in the centre,joy,i thought of that feeling of delicious isolation i feel when i am absorbed in a quest each revelation leading to questions then answers then more questions a cave came to mind at first lined with ancient and wisdom filled tomes a deep comfortable chair and large paper strewn table in the centre
5198,i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger,i feel fucked church of fuck luminaries swinelord are back with a deluxe r
5199,i won t feel so shy and ashamed about it,fear,i won t feel so shy and ashamed about it
5200,im feeling nervous about it,fear,i am feeling nervous about it
5201,i am designing games it really makes me feel excited,joy,i am designing games it really makes me feel excited
5202,i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,anger,i have not worked out today but i feel like i am just not going to feel it i have been so stressed at work and just in life that this week is just bad
5203,ive been feeling very intimidated and overwhelmed by the workload this semester and so ive just been avoiding doing what i need to,fear,i have been feeling very intimidated and overwhelmed by the workload this semester and so i have just been avoiding doing what i need to
5204,i feel greedy about my work img height src http forums,anger,i feel greedy about my work forums
5205,i suppose i m feeling a little sarcastic about today s holiday,anger,i suppose i am feeling a little sarcastic about today s holiday
5206,i dont know why i feel so frantic about this but i really want to have this particular song for my little girl to be,fear,i do not know why i feel so frantic about this but i really want to have this particular song for my little girl to be
5207,i keep wondering why im hitting walls of grief and loss even while im having fun or feeling excited or enjoying some wonderful friends and pre summer time experiences,joy,i keep wondering why i am hitting walls of grief and loss even while i am having fun or feeling excited or enjoying some wonderful friends and pre summer time experiences
5208,i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,anger,i would watch him and feel frustrated he did not realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean
5209,i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy,fear,i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy
5210,i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people,anger,i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though they are not real people
5211,i just feel like being selfish and really live my life,anger,i just feel like being selfish and really live my life
5212,ill write a bunch youll respond and then ill back off in part because i feel shy,fear,ill write a bunch youll respond and then ill back off in part because i feel shy
5213,ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help,fear,i have been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so i am excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help
5214,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,joy,i am feeling quite mellow now in spite of having raging pms the past few days which means i am likely to erupt with little or no warning
5215,i asked feeling smug,joy,i asked feeling smug
5216,i seriouly feel i am not being respected i dont have my privacy i am being ordered around,joy,i seriouly feel i am not being respected i do not have my privacy i am being ordered around
5217,when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,anger,when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and did not want to talk to me any more
5218,i get the feeling that the relationship would be more sarcastic than sweet or sure,anger,i get the feeling that the relationship would be more sarcastic than sweet or sure
5219,i feel like im a shy enormous pink flamingo man,fear,i feel like i am a shy enormous pink flamingo man
5220,i feel like i am a selfish person,anger,i feel like i am a selfish person
5221,i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger,i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion
5222,i just feel insecure so what should i do sis,fear,i just feel insecure so what should i do sis
5223,i actually like having things clean but i like to have them messy first so i feel rebellious,anger,i actually like having things clean but i like to have them messy first so i feel rebellious
5224,i had then these were truly terrifying and still feel shaken and uneasy because of them,fear,i had then these were truly terrifying and still feel shaken and uneasy because of them
5225,i feel the calm,joy,i feel the calm
5226,i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her,anger,i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her
5227,i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,fear,i remember feeling hair and being confused my kids do not have hair at birth but not having the presence of mind to really process what i was feeling
5228,i am right now i feel amused the sounds i hear are my aircleaner around me i see my bed and my cat i feel most connected to this person michael i think it s weird that im a mom,joy,i am right now i feel amused the sounds i hear are my aircleaner around me i see my bed and my cat i feel most connected to this person michael i think it s weird that i am a mom
5229,i hadnt been feeling well all week in calgary so with this added relaxation in the first run of the second race i set another pb time by almost,joy,i had not been feeling well all week in calgary so with this added relaxation in the first run of the second race i set another pb time by almost
5230,i have been feeling is any indication on this childs personality then i am petrified,fear,i have been feeling is any indication on this childs personality then i am petrified
5231,i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling,fear,i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling
5232,i feel accepted as long as i am real and am not pious uppity and religious for the sake of religion,joy,i feel accepted as long as i am real and am not pious uppity and religious for the sake of religion
5233,i feel that as this greedy obsession continues sustainabilitys growth will be hindered,anger,i feel that as this greedy obsession continues sustainabilitys growth will be hindered
5234,ill even come out of it as one of those people who can have a small piece of dark chocolate here and there and feel completely satisfied when its gone,joy,ill even come out of it as one of those people who can have a small piece of dark chocolate here and there and feel completely satisfied when its gone
5235,im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,joy,i am not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone
5236,i am feeling doubtful confused lost and what not,fear,i am feeling doubtful confused lost and what not
5237,i feel irritated a lot,anger,i feel irritated a lot
5238,i tell mummy that my stomach really not feeling well i really wanna go to toilet mummy ask me keep on eating,joy,i tell mummy that my stomach really not feeling well i really want to go to toilet mummy ask me keep on eating
5239,i didnt feel she was being selfish and completely understood where she was coming from,anger,i did not feel she was being selfish and completely understood where she was coming from
5240,i just feel terrified,fear,i just feel terrified
5241,i feel lucky that there is this wonderful cheap cozy cafe in my neighborhood that serves this incredible mexican hot chocolate,joy,i feel lucky that there is this wonderful cheap cozy cafe in my neighborhood that serves this incredible mexican hot chocolate
5242,i feel apprehensive about the ride ahead,fear,i feel apprehensive about the ride ahead
5243,i keep having all of these wonderful feelings and dreams and i am so terrified that they are bad or harmful or wrong but they are not,fear,i keep having all of these wonderful feelings and dreams and i am so terrified that they are bad or harmful or wrong but they are not
5244,i started to feel kind of skeptical about this myself,fear,i started to feel kind of skeptical about this myself
5245,i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,anger,i remember feeling very very violent and very disgusted the oscar winner tells access hollywood
5246,i have been feeling grumpy for the past few days and i just dont feel like being my upbeat self here on my blog,anger,i have been feeling grumpy for the past few days and i just do not feel like being my upbeat self here on my blog
5247,i wanted to root for someone to feel wronged and condemned on their behalf,anger,i wanted to root for someone to feel wronged and condemned on their behalf
5248,i am terrified and not feeling terribly keen right now,joy,i am terrified and not feeling terribly keen right now
5249,i am feeling shaky all day too,fear,i am feeling shaky all day too
5250,i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,anger,i invite him to send me an email detailing all the ways he feels that i have wronged him and i promise to post it unedited outside of names or what not in this blog
5251,i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger,i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please do not stop by here again
5252,i am still trying to find my footing and after three years in i feel just as shaky as ever,fear,i am still trying to find my footing and after three years in i feel just as shaky as ever
5253,my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,anger,my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting
5254,i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,fear,i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now
5255,i feel rushed again and its the lack of time jerry springer weather amp suddenly you want to put porn on i am very confused but hey let me do that while you enjoy that i had fun fun fun without your hun without a block so hype all about it,anger,i feel rushed again and its the lack of time jerry springer weather amp suddenly you want to put porn on i am very confused but hey let me do that while you enjoy that i had fun fun fun without your hun without a block so hype all about it
5256,i feel so special that so many people prayed so hard for me,joy,i feel so special that so many people prayed so hard for me
5257,i too feel hopeful for the coming year,joy,i too feel hopeful for the coming year
5258,i feel fearless janelle mon e elle canada february img width height src http www,joy,i feel fearless janelle mon e elle canada february
5259,i feel fab if i can get hours sleep in one go but sam doesnt always oblige,joy,i feel fab if i can get hours sleep in one go but sam does not always oblige
5260,i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,joy,i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness
5261,i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy,i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx
5262,i have my lowest level class first which is definitely the most difficult to manage with the hotshot boys men then my best class very last period which leaves me feeling somewhat useful at the end of each day,joy,i have my lowest level first which is definitely the most difficult to manage with the hotshot boys men then my best very last period which leaves me feeling somewhat useful at the end of each day
5263,i feel myself redden my manhood has been insulted and it demands satisfaction,anger,i feel myself redden my manhood has been insulted and it demands satisfaction
5264,i can describe what happens to me is that i feel shaky,fear,i can describe what happens to me is that i feel shaky
5265,i feel like this was a milestone race and i ve shaken the novice feeling off,fear,i feel like this was a milestone race and i have shaken the novice feeling off
5266,i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao,anger,i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao
5267,i feel so nervous anxious and i dont know why,fear,i feel so nervous anxious and i do not know why
5268,i suppose to feel terrified,fear,i suppose to feel terrified
5269,i feel so lucky to be nominated for the liebster award,joy,i feel so lucky to be nominated for the liebster award
5270,i have wasted entirely too much time feeling insecure about my body,fear,i have wasted entirely too much time feeling insecure about my body
5271,i feel like the hood makes the sweater too casual to wear to work and so i just don t wear this sweater,joy,i feel like the hood makes the sweater too casual to wear to work and so i just do not wear this sweater
5272,im tired of crying then feeling content and loved then going back to crying again,joy,i am tired of crying then feeling and loved then going back to crying again
5273,i feel like i am despised,anger,i feel like i am despised
5274,i was reading the melee dps rant below just now and it brought to my attention the reason ive been feeling fairly dissatisfied in raids recently,anger,i was reading the melee dps rant below just now and it brought to my attention the reason i have been feeling fairly dissatisfied in raids recently
5275,i tend to feel a bit cranky when i ve gone for a few days without making art,anger,i tend to feel a bit cranky when i have gone for a few days without making art
5276,i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,joy,i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i am doing something useful
5277,i feel like a confused year old that has no control,fear,i feel like a confused year old that has no control
5278,i hope you can feel glad that she gave you so many things including memories that you can cherish,joy,i hope you can feel glad that she gave you so many things including memories that you can cherish
5279,i think my feelings remix is the result of how neurotic i can be,fear,i think my feelings remix is the result of how neurotic i can be
5280,id feel triumphant or something,joy,id feel triumphant or something
5281,i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,anger,i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like
5282,i feel apprehensive and wonder if the marks i have made in the past are still there,fear,i feel apprehensive and wonder if the marks i have made in the past are still there
5283,i feel resentful that i have too,anger,i feel resentful that i have too
5284,im home i can feel how the cold has seeped into my arms and legs,anger,i am home i can feel how the cold has seeped into my arms and legs
5285,i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy,anger,i feel like she acts bitchy and complainy to try and fit in but that does not make sense because for the most part were not bitchy and complainy
5286,i feel really honored that i could experience the brazilian public healthcare system from the inside,joy,i feel really honored that i could experience the brazilian public healthcare system from the inside
5287,i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,fear,i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness
5288,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,joy,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover
5289,i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,joy,i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him
5290,i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless,fear,i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless
5291,i as many others are feeling helpless that we as a world can not hold the grieving parents hands especially the mothers and grandmothers of nigeria as they desperately wait for assistance to have their girls return back home safely and let their laughter ring out through their home once again,fear,i as many others are feeling helpless that we as a world can not hold the grieving parents hands especially the mothers and grandmothers of nigeria as they desperately wait for assistance to have their girls return back home safely and let their laughter ring out through their home once again
5292,im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,joy,i am listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better
5293,i feel uncomfortable using the word awesome but this idea actually is,fear,i feel uncomfortable using the word awesome but this idea actually is
5294,i woke up feeling cranky this morning,anger,i woke up feeling cranky this morning
5295,i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,fear,i are feeling somewhat indecisive about what we want to do to celebrate our anniversary
5296,i guess i am just feeling slightly shaken at this sudden news,fear,i guess i am just feeling slightly shaken at this sudden news
5297,i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries,anger,i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries
5298,i hate all shopping when i feel rushed by hoards of people,anger,i hate all shopping when i feel rushed by hoards of people
5299,i wake up feeling fearful and helpless,fear,i wake up feeling fearful and helpless
5300,i thought id talk today about getting cold feet im sure every bride will know that feeling when hubby to be did something that reeeeeeeeally pissed us off and we start yelling that we just cant do this anymore i cant marry someone like you,anger,i thought id talk today about getting cold feet i am sure every bride will know that feeling when hubby to be did something that reeeeeeeeally pissed us off and we start yelling that we just cant do this anymore i cant marry someone like you
5301,i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,fear,i feel reluctant talking about myself and my current situation to you as i do not know how you will feel but i guess its important you know all about me and the situation i am in so that we will know if we can go further
5302,i feel insulted to see anyone wearing crocs the fashionable shoe icon,anger,i feel insulted to see anyone wearing crocs the fashionable shoe icon
5303,i feel like my relationship with christ has been shaky,fear,i feel like my relationship with christ has been shaky
5304,i feeling so uncertain concerned afraid of this person circumstance environment change,fear,i feeling so uncertain concerned afraid of this person circumstance environment change
5305,i would save it for the next time im feeling cranky or irritable then spray some lightly behind my ears,anger,i would save it for the next time i am feeling cranky or irritable then spray some lightly behind my ears
5306,i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,fear,i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable
5307,imdoing good and its almost strange to feel carefree,joy,imdoing good and its almost strange to feel carefree
5308,i am breathing well and feeling quite lively and upbeat,joy,i am breathing well and feeling quite lively and upbeat
5309,i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,fear,i am at work today in my new job still feels really strange tbh but i am sure i will soon settle in
5310,i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear,i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell
5311,i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,fear,i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me
5312,i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,fear,i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected
5313,i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views
5314,i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,anger,i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am
5315,i feel honoured to have been able to call them friends to share their brotherhood,joy,i feel honoured to have been able to call them friends to share their brotherhood
5316,i feel their energy i feel a joyful sweet enthusiasm for life,joy,i feel their energy i feel a joyful sweet enthusiasm for life
5317,i feel like i was assaulted by a titanium hedgehog,fear,i feel like i was assaulted by a titanium hedgehog
5318,i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air,joy,i really do not like the whole harvest y time feel i am not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air
5319,i get close to feeling what that is like is through dance which is putting music and motion together in a similarly creative way,joy,i get close to feeling what that is like is through dance which is putting music and motion together in a similarly creative way
5320,before getting back the results of a test in school,fear,before getting back the results of a test in school
5321,i feel so uncertain about everything right now,fear,i feel so uncertain about everything right now
5322,i did not feel in the least smart,joy,i did not feel in the least smart
5323,i feel really despised i haven t told them yet but it s really awful feeling so segregated,anger,i feel really despised i have not told them yet but it s really awful feeling so segregated
5324,i wonder if she can pick up the stress im feeling when im trying to feed her and terrified of getting bitten because shes not feeding much,fear,i wonder if she can pick up the stress i am feeling when i am trying to feed her and terrified of getting bitten because shes not feeding much
5325,i was feeling creative i see you alternate version of me,joy,i was feeling creative i see you version of me
5326,i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave,anger,i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave
5327,i basically feeling a bit grumpy most of the time coz i was hungry,anger,i basically feeling a bit grumpy most of the time coz i was hungry
5328,i were to stop there no doubt you d leave feeling dissatisfied,anger,i were to stop there no doubt you d leave feeling dissatisfied
5329,i feel triumphant so deal with it,joy,i feel triumphant so deal with it
5330,i feel good having defended the sanctity of the span style webkit text size adjust auto webkit text stroke width px background color white color display inline,joy,i feel good having defended the sanctity of the span style webkit text size adjust auto webkit text stroke px background color white color display inline
5331,i almost feel startled,fear,i almost feel startled
5332,i feel so honored and grateful to have met kassim selamat of the swallows during my trip,joy,i feel so honored and grateful to have met kassim selamat of the swallows during my trip
5333,i feel terrified of the future,fear,i feel terrified of the future
5334,i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,fear,i feel tortured by all this and i am not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all
5335,i think feeling insulted was a good thing maybe if we all felt insulted and made that clear when someone attacks with a racial religious slur even though it is not aimed at you personally those that made the comment might learn something,anger,i think feeling insulted was a good thing maybe if we all felt insulted and made that clear when someone attacks with a racial religious slur even though it is not aimed at you personally those that made the comment might learn something
5336,i feel like ive been held back a lot this summer with soccer and my mom not trusting me,joy,i feel like i have been held back a lot this summer with soccer and my mom not trusting me
5337,i feel myself afraid of being abandoned,fear,i feel myself afraid of being abandoned
5338,im having my biannual mammogram and although i know it only hurts for a while im feeling unusually apprehensive,fear,i am having my biannual mammogram and although i know it only hurts for a while i am feeling unusually apprehensive
5339,i feel terribly unkind to say it span style font size,anger,i feel terribly unkind to say it span style font size
5340,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,joy,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn
5341,i feel really successful for the fact that i read series books this summer that actually counted for the challenge finishing six total series,joy,i feel really successful for the fact that i read series books this summer that actually counted for the challenge finishing six total series
5342,i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves,joy,i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves
5343,i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,fear,i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves
5344,i feel very distraught right now,fear,i feel very distraught right now
5345,i was starting to feel a little bitchy by this point,anger,i was starting to feel a little bitchy by this point
5346,i feel i was intimidated by the college and people at home,fear,i feel i was intimidated by the college and people at home
5347,i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger,i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers
5348,i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,anger,i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if you are feeling distracted or stressed or whatever
5349,i feel ive answered those questions for her and shes pretty trusting for the most part,joy,i feel i have answered those questions for her and shes pretty trusting for the most part
5350,i decided that this one lesson i had had was enough practise for me so its fair to say i was feeling slightly apprehensive walking over to the nursery slopes,fear,i decided that this one lesson i had had was enough practise for me so its fair to say i was feeling slightly apprehensive walking over to the nursery slopes
5351,i feel acclimated like i am finally a part of this organization rather than a timid observer,fear,i feel acclimated like i am finally a part of this organization rather than a timid observer
5352,ive never been a huge holiday person but i definitely feel more festive more hopeful more willing to celebrate others joys,joy,i have never been a huge holiday person but i definitely feel more festive more hopeful more willing to celebrate others joys
5353,i feel for you you guys who been insulted ill treated lathi charged at the grounds,anger,i feel for you you guys who been insulted ill treated lathi charged at the grounds
5354,im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event,fear,i am feeling a bit less anxious about it all now and i am actually starting to look forward to the challenge of the big event
5355,im feeling peaceful and im happy that i dont have to do anymore scabi im in verona my final week,joy,i am feeling peaceful and i am happy that i do not have to do anymore scabi i am in verona my final week
5356,i must have been feeling rich,joy,i must have been feeling rich
5357,i dont know about you guys but i certainly feel fabulous about myself,joy,i do not know about you guys but i certainly feel fabulous about myself
5358,i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,anger,i think about it more i have been feeling symptoms of a cold and headaches for the last couple days
5359,i spent my vacation from school feeling confused and heartbroken,fear,i spent my vacation from school feeling confused and heartbroken
5360,i feel a bit tortured right now,fear,i feel a bit tortured right now
5361,i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me,joy,i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me
5362,i feel almost outraged that such a crap day should fall on my most favourite of days,anger,i feel almost outraged that such a crap day should fall on my most favourite of days
5363,i feel cold spots,anger,i feel cold spots
5364,i feel frustrated or impatient,anger,i feel frustrated or impatient
5365,i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provided your butter is really cold and you dont over do the pulse,anger,i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provided your butter is really cold and you do not over do the pulse
5366,i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,fear,i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship
5367,i would feel the speech is successful if its very uplifting and gives props to the graduating class,joy,i would feel the speech is successful if its very uplifting and gives props to the graduating
5368,during lectures,joy,during lectures
5369,i chose to go with my gut feeling i think this only amused laetshi further if i d been the easily flustered type he d have probably said something,joy,i chose to go with my gut feeling i think this only amused laetshi further if i d been the easily flustered he d have probably said something
5370,i am feeling thankful for warm sunshine crisp autumn air and bright fall colors,joy,i am feeling thankful for warm sunshine crisp autumn air and bright fall colors
5371,i feel that there is a lot of me that would not be accepted if only the emotional side of me is wanted,joy,i feel that there is a lot of me that would not be accepted if only the emotional side of me is wanted
5372,im feeling weird,fear,i am feeling weird
5373,i feel sure a new necklace will come from this afternoon of beach combing,joy,i feel sure a new necklace will come from this afternoon of beach combing
5374,i just feel sooooooooooo fucked up at this moment,anger,i just feel sooooooooooo fucked up at this moment
5375,i was feeling irritable and grumpy today so i came home for lunch took a nap,anger,i was feeling irritable and grumpy today so i came home for lunch took a nap
5376,i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,joy,i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at
5377,ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,joy,i have gained wieght but i really would like to lose pounds to just feel like i have finally gotten to an acceptable happy place
5378,i feel excited about something that is soley for me here is the video about it,joy,i feel excited about something that is soley for me here is the video about it
5379,i feel like its perfect a w see youtube has its influences i even know trends,joy,i feel like its perfect a w see youtube has its influences i even know trends
5380,i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,anger,i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just do not understood much as i might be baffled as well by their lives
5381,i hate asking myself why i feel so reluctant when he tries to kiss me,fear,i hate asking myself why i feel so reluctant when he tries to kiss me
5382,i say that to myself when i am unsure or feeling insecure about what others think of me,fear,i say that to myself when i am unsure or feeling insecure about what others think of me
5383,i feel nervous but hes in control pretty soon,fear,i feel nervous but hes in control pretty soon
5384,i see those forms that i havent do yet i just feel very agitated,anger,i see those forms that i have not do yet i just feel very agitated
5385,i am seeing neurosurgeons document conversations regarding the safety of patients relationships and whether or not they feel threatened,fear,i am seeing neurosurgeons document conversations regarding the safety of patients relationships and whether or not they feel threatened
5386,i got to walk in the rain and feel triumphant over nature in my rain boots and pink rain coat,joy,i got to walk in the rain and feel triumphant over nature in my rain boots and pink rain coat
5387,i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for,fear,i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for
5388,i predict that i have and what it takes to deal with a situation i feel safe,joy,i predict that i have and what it takes to deal with a situation i feel safe
5389,i feel anybody got angry to me in an awkward silence,anger,i feel anybody got angry to me in an awkward silence
5390,i know is what i feel and i feel absolutely terrified so overwhelmed with desire and like all i can do is cry and drink beer and prey that maybe i will find a way to make all of these lyrics work within my thought process,fear,i know is what i feel and i feel absolutely terrified so overwhelmed with desire and like all i can do is cry and drink beer and prey that maybe i will find a way to make all of these lyrics work within my thought process
5391,i was feeling cold and wet most of the time,anger,i was feeling cold and wet most of the time
5392,i know im feeling agitated as it is from a side effect of the too high dose,fear,i know i am feeling agitated as it is from a side effect of the too high dose
5393,i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,anger,i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place
5394,i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,fear,i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off
5395,i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us,fear,i feel strongly it could be helping people and doing what i am unsure of but it is not within the us
